about;name;Organisation_oGRN;Organisation_ChildOrganisations;Organisation_Roles
0fa37d5b87fa4cc7bf4fd501c04640a7;CHANGZHOU XD TRANSFORMER;;;
51932fdc73df4bd2bd6e3d4ae072dddf;ОАО Актюбэнерго;;;
7189e48c416740c3a2a7b68ed40f0910;Государственный союзный турбогенераторный завод;;;
eb8840fd97bd430d922d0cde725a4d26;ООО «МЭЗ Юг Руси»;1026104140842;;
e6cec8261e6e4c16b4ed98d77e8e79ca;Гефест-40;;;
2a2534cb09154cfe8226710b0487a02f;ООО «ЭнергоМИН»;1102646000160;;
9b833f4c11224257aadbd5929e69d3d2;АО «МКБ «ФАКЕЛ» им. Академика П.Д. Грушина;;;
9bea3426e7d6473c8645cf96d6d61162;Русэлпром;;;
a200e9d1d06b401482061ae9b4070f46;Энергомаш;;;
f7215902f2d2437dae616d592b6c34fb;ООО «БСК»;1085805000489;;
e8a9f7ade6f94d5aabe86e6bc61fad34;Комбинат энергетического оборудования Авангард;;;
6f64c4bde5a847f989ae04a220edbed2;ООО «Трансформер»;;;
1eb625b3f9134a06907db272672cf49e;ООО «ПГЛЗ»;1164704054558;;
15b8e2874acb473a963213d142dd0935;SAVOISIENNE (Савуазьен, Франция);;;
ae4729d24ab64ab5bfbcdf7ef16dedf5;ООО «Штарк Энерджи Екатеринбург»;1156671000617;;
f33f85cc72234f6e98ee1d02342f2835;ООО «НКНП»;1155658015920;;
6a64fa2f1b7c41cbaa2fd2e9f5399bd1;АО «НПП «Салют»;;;
d94aad37435f4667a419b677efc590f6;Филиал ПАО «Камчатскэнерго» Центральные электрические сети;1024101024078;;
9046d2ab360341f688f9519014d78fd3;Brush Electrical Machines;;;
9369dad303b24a068222fe4d4186c7bd;АО «Адыгэнергострой»;1020100698463;;
0a99fa3c0d8945d1a83f4e416abde9a4;Stromberg;;;
be65e04b6a7c449eae088a8afd28f37a;АО «ЧЭАЗ»;;;
9987123a3a124f2e8c084a824d79b0da;ПАО «Казаньоргсинтез»;1021603267674;;
48a0413e323c4eb0b15e3afeb87fb54e;ООО «АККЕРМАНН ЦЕМЕНТ»;1025600822510;;
762d0c8b0fdc42debc5d547a5abfbd3d;АО «РУСАЛ Красноярск»;1022402468010;;
6c0934e280ad4c2ba555a2a186c7c307;АО «НЭСК»;1026402202683;;
aa7cb42e28c04902be3bf738eb4550ff;АО «Ново-Вятка»;1034316578680;;
b9b3b78bd5214013a37f719f6d694205;ООО «УК Кашира-Парк»;1175022009018;;
88b76718373747c1a8c5732f63d107dd;ООО «Ультрадекор»;1025001467259;;
927cafa9ee314ec68c4a328db380c65e;ООО «ПС Тепличная»;1215400030570;;
9f3718cb9e844237a46f701c2a73940a;АО «СГ»;1239100006090;;
bdd1859cde904b48aac7c6efe84dd424;ООО «Дальнегорский ГОК»;5137746121981;;
cea2892a15ab44a2b010259c9d135472;ООО «АУР Наро-Фоминск»;1025003751035;;
32f52b3371454feaaab75f858604709c;ООО «Хоста»;1022302837248;;
67cfe5de153749aca71bb3288299f409;ООО «Комитеплоэнерго»;1121103001062;;
9058f5cca14b49bc907d4748383dc949;ПАО «Якутскэнерго» филиал «Центральные ЭС»;1021401047260;;
4c6f1736f31a4b0d896c8534045fb161;РЗА Интернешнл;;;
5917c62edc4e4961a3492aeba4f92163;ПАО «Иркутскэнерго» филиал Шелеховский участок Ново-Иркутской ТЭЦ;1023801003313;;
5568f8178d60429aaa3ca7cc63d15a67;Филиал «Самарский» ПАО «Т Плюс»;1056315070350;;
dea8746423844299b60fb169bc6f05f6;ООО Тепличный комплекс «Кедр»;1093021000544;;
d029e76637614ae7892d18ffeb4d977f;ООО «МЭК-ИНЖИНИРИНГ»;1110545000763;;
baa9dd9a74754ff789f81157179abf19;Филиал ПАО «Россети Урал» - «Челябэнерго»;1056604000970;;
98ae689c696844abb8511207a63857f0;АО «СЗ»;1149102072547;;
73875a2e41084a67ab3fdf4be7c43745;Филиал ООО «Северная ПЛЭС» ПЭС «Надым»;1087746555621;;
b328b8d365774de1885dcbd09bd1891b;Минский электротехнический завод (МЭТЗ им. Козлова);;;
8ecbb813501c453e8ce5b2d542fa21c3;ООО «Солнечный дар»;1152651007838;;
03a441255e9c4535b43fdca11c87ec34;АО «БАЗ»;1083254005141;;
9b5c968f43224e10a6f974ded85127d4;АО «Сибур-Химпром»;1025901207804;;
4e89a8fa2fc6410e8467d97dbe7bc8ee;Филиал ООО «Транснефть - Дальний Восток» - РНУ «Дальнереченск»;;;
7b9fad0bfac340dea3504586aaff7ed0;Филиал ПАО «Россети» - МЭС Сибири;1024701893336;f4ba19aef1f94e5da25fac0d2ceaddfb;
a640b25e2e6244db8c868b0983e130f7;ПАО «НЛМК»;1024800823123;;
48c1513658864f4b9d6ca4bc75258c59;ООО «ИМЗ АВТОКРАН»;1167746904665;;
e5b46ed7dd954afe90a005f2929fb001;СП «Благовещенская ТЭЦ» АО «ДГК»;1051401746769;;
63295682a9594f3a91baa6aa684d0874;РЗА СИСТЕМЗ;;;
30d8c7dc815f4da7a4ab4d17a8de5f6b;"АО ВО ""Электроаппарат""";;;
2f6baa94515c4fceb9352267ab6573e2;Могочинская дистанция электроснабжения Забайкальской дирекции по энергообеспечению;1037739877295;;
ff57a4e5131948afb236fdeb31a330fd;Пятигорский опытный завод (ЭМЗ Пятигорский);;;
fb912e9eb8e34b27b68828954495af42;Филиал АО «Россети Тюмень» Энергокомплекс;1028600587399;;
6597d9e05a414f7baedb1a61b63eabf8;Центральные  ЭС ГУП РК «Крымэнерго»;1149102003423;;
39fc15eef0c747418fda7d88b906b40e;ООО «Релематика» (ИЦ Бреслер);;;
311406d0138145dda2f75171f9067aca;ООО «ЮГМК»;1182375017307;22ac8d29fc2e4105bc583005105a20e7;
f92d469fcb7a4cd2b2955a2912ed382a;ООО «Ситиэнерго»;1057748339791;;
370d4ce3f0264323bcbb559b3f11cc26;Технопром Инжиниринг;;;
f4d64c90734441dd960a4ca8fa7ded50;ООО «Транснефть-Балтика»;1024700871711;901a109918964f0595742b7156f1e39e;
482e5615eac84296bea3a661038c4c55;АО «Мосгаз»;1127747295686;;
8133afe71fbd4197bde8f51f4b013a1d;АО «ГОК «Инаглинский»;1047796706033;;
97ddc51043844ab8a5153d40f149684b;Таллинский Электротехнический Завод;;;
3275ec7041d7485f827dc055df5c058c;ПАО «ТГК-2» по Архангельской области;1057601091151;355d923c10aa4cac9b139ed1cfd27e2f;
192c551337394c1eb8f38878de262247;АО «Механический завод»;1115658026131;;
c10a659f70b34ebaa9bf860fbad2a6d5;АО «Вишневогорский ГОК»;1027400728552;;
af22dedf6e5f46fda7b20c801879e4c3;Ерофей Павловичевская дистанция электроснабжения Забайкальской дирекции по энергообеспечению;1037739877295;;
c69265a1a50c4e09af032747f390e13f;Филиал АО «Концерн Росэнергоатом» «Белоярская атомная станция»;5087746119951;;
f88d46324b614797a80440ca0ab2400e;Филиал ПАО «Россети» Верхне-Донское ПМЭС;1024701893336;;
91a3b1b1a62948048fb1aa67319d2e0a;АО «БЕЛЗАН»;1020201576515;;
c99a7c098c014fb2b9fdc9c868cde3df;Севкабель;;;
611342b291cb416fb31b718d8b43d489;Читинская дистанция электроснабжения Забайкальской дирекции по энергообеспечению;1037739877295;;
bc98945e446649439ae6c896b2a07587;АО «ТЭЦ-Северная»;1023000847924;;
9e781df2a3484b8d9d3adc79e962bb76;АО «БЭМЗ»;1113256022824;;
cedad8d254ab4a8498d8f422bb6c0286;АО «Мурманская областная электросетевая компания»;;;
bf9c6557dcd94575a01498883df988f7;Ишимская дистанция электроснабжения Свердловской дирекции по энергообеспечению;1037739877295;;
bd5fcbff961540829a6d7a1b3c08ffbd;ООО «Центргидроэнергосервис»;1085038005964;;
f2b65930c4154c7792d62e2c45cc9026;ООО «Газпром энерго»;1027739841370;40d28fd7ab6147aabad33526fd7b3a42;
a082e675bb0a4b92b9eb21e5d57e0450;ООО «Региональная энерго-сетевая компания»;1167746673489;;
ba18308d98d242e9b918b69c51c8cb69;АО «СЭГЗ»;1021800992190;;
6e1ae73937b7438395d2b91714c71742;СП «Хабаровская ТЭЦ-3» АО «ДГК»;1051401746769;;
02603ad2e0884d06b1e1716ddaedc3fe;Филиал ПАО «ОГК-2» Рязанская ГРЭС;1052600002180;;
5d0d115efb0942858b7ca7f29e438c79;АО «РАДИУС Автоматика»;;;
22072e98ef7c419d9988d6e4de2c3bf0;ООО «КЭК»;1101690057083;;
cc5e14fee6024f1b9ee62a7df02e11cb;"АО ""ВетроОГК-3""";1227700028830;;
7da7aa77f5634ba896238d3dc535dbba;Туапсинская дистанция электроснабжения СКЖД;1037739877295;;
27e0f9309dc141aebd73ae1d1fd20d4a;Филиал АО «РИР Энерго» - «Белгородская генерация»;1056882304489;;
3ae1a797fdda40e6a1202e2d896e9da6;АО «ЧМПЗ»;1025800003569;;
70412915a4d247608936aa10cf2f9c7a;ОАО «Коммунэнерго»;1024301316280;;
6fb3ee686b4e47ef9a5afb3871ca0984;АО «ТЭЦ «Белый ручей»;1023502090732;;
10c2321aabf84c6ba852bcd047a4bd1b;General Energy;;;
99e8c3bd4b9b46c49f8b6a980fb1f1be;ООО «Нарпромразвитие»;1065030019790;;
1f331683eb714ded8a2accf35b8ff909;ООО «Боголюбовское»;1152454000093;;
779254db8a874f00bdc77f8cfefce9a6;АО «Керченский металлургический завод»;1199112017136;;
995fc3baca9a4fd0b924c406f3b59bee;Чимкентский завод Электроаппарат;;;
edbacc181aa44d06a6601b23703726cf;ЗАО «ЭИСС»;1026301978977;;
19584e1a6ae248cd82857788486d287b;Хэйлунцзянcкая электроэнергетическая компания;;;
2ef099529741497ea073159f9b60f0f7;«МАКЕЕВКОКС»;1229300132049;;
0c40e70b36994509a61622a17c97ba1a;АО «ИИК»;1237700263580;;
5afae7dab2ba4f47af9d77044fa11f55;филиал «Кольский» ПАО «ТГК-1»;1057810153400;;
c6a879a00a384de8902b04708870bf30;ТЕКОН;;;
a29312fec99745d8ad73c909c1f3ed7e;ПАО «ОДК-Кузнецов»;1026301705374;;
e52a6bd466b74fd7a8ae12be09e90aa4;Брянский паровозостроительный завод;;;
d778f4c47a0b43109b1d996888e71dcb;АО «УралАЗ-Энерго»;1027400872894;;
7d5c94bf54044ec4b5ed9d36e60ed7be;ФГУП «РФЯЦ-ВНИИЭФ»;1025202199791;d2600ba6807940299242ed7797f5afe2;
4c93a9ab602a4209b8872b616c6c2b83;Borsig;;;
832f70faff424abe8aabdb55b020f27d;АО «КРЫМТЭЦ»;1159102014169;;
8fda2180699644b592e2897ae2414bd7;ЮЗЭС ЦУС Читаэнерго;;;
e864ea68c6bc44ba9ee608822725cbe3;АО «Нытва»;1025902282922;;
671bdf5fbfc14b2980e18edd0a8f7474;ООО «СЛК ЦЕМЕНТ»;1196658081740;;
184a146de3534f239a17c6487c3c87cc;АО «Братская электросетевая компания»;1093804002544;;
4296520bf40647448ce837510944bdb8;Волховстроевская дистанция электроснабжения ОАО «РЖД»;1037739877295;;
27acca9547ec4d84a44404b5283b6ccf;АО «Русская Медная Компания»;;;
444eb9933c7447569c74ed8c526ce3af;АО «Омсктрансмаш»;1085543060734;;
194d9eeeb3ee441cab56b7b79c13b595;Парус электро;;;
80cfed90215744a3baa67de44e509e1c;АО «Горэлектросеть» (МПГЭС);1177456107311;;
33810c0c8b9d435bbbe82fe188d07f90;ОАО «Рыбинская городская электросеть»;1127610001936;;
efbe6c661a1b4744ae874e6ff5184edb;Филиал – Нюксенское ЛПУМГ ООО «Газпром трансгаз Ухта»;1021100731190;;
aa2d858eaf6e46f2bf51daae7c0c5bff;Филиал ПАО «АНК «Башнефть» «Башнефть - Новойл»;1020202555240;;
f904d3d267bc41daa7bf50272c9b54b8;НПО «Электромаш»;;;
da1b68c2f5cf4aea96608aa3d7da2308;ПАО «ТГК-2» Новгородская ТЭЦ;1057601091151;;
62785a902ec7433cbf962723561f2335;ООО «Серебрянский цементный завод»;1036224001087;;
dccc8a67b888456f9d9c23b8b1d05884;ООО «ТГ-2»;1126671021894;;
0b26b87fb4be40088d049509df2797bb;АО «КузбассЭлектро»;1024200546512;;
d584505687da405991c05058e109f414;АО «ТАИФ-НК»;1031619009322;;
4df880f6111246a9b3e51d9abf11e7d5;ПАО «Кокс»;1024200680877;;
e7224c74cc404737946206942a4cb3a5;ООО «ННК-Оренбургнефтегаз»;1215600004641;;
469e52eafbaf476a8ddf1116f91033d7;ООО «НСТЭЦ»;1070277006480;;
dcc23bcf15b047488f75b98073f4e106;АО «ПНТЗ»;1026601503840;;
6c28da5525d94c3996d4b967e0347729;АО «Технопарк»;1067148001216;;
3ae02a27625745d5bf1bbac62f205057;"ТОВ ВКФ ""Электросервис""";;;
3d5c29fabb7a49328f90c19f044fa7c0;ПАО «Уфаоргсинтез»;1020203087145;;
f61637dda69544c3b89bcb0478d0fad4;АО «СОБР»;1022901464761;;
a4fb1e84eb69418d81617702bf30e9d3;"ЗАО ""АВК-Энерго""";;;
c6ec4b4548034964ae435c8140fd5ac3;Coil Innovation GmbH - Power Inductors;;;
bc5a0799b4474521aedcdee702e70175;TAMINI TRANSFORMATORI S.R.L.;;;
6e8ccc2c7a8e44738c1471c35fd66382;Уралтрансмаш;;;
4c1531fc2c4d47339d736434d5a32c10;Филиал АО «Россети Кубань» Армавирские ЭС;1022301427268;;
5e13de009d5942369d776847c3fb72a3;Ярославская ТЭЦ-1;1047602005032;;
e2ebf53f05b944f9a786abe9cf568cae;Passoni & Villa - Fabbrica Isolatori E Condensatori;;;
30c7167938f34046829da4941500b8d8;ООО «Электрические сети Сибири»;1122468002887;;
9f703a7489c542e89234568dc2100d18;ЮЭС ЦУС Читаэнерго;;;
abc6bedf08c1431784853d3b3f70e71e;АО «ПТПА»;1025801216275;;
c468a2744e6943258ed635b87aa8026f;АО «РИР Энерго»;1056882304489;0b753b261ef446289c48074ea6fc6801;
c8c3bc3cd86b4877a2e57a9c2081ffda;ООО «ЭнергоТранзит»;1165476072233;;
c4e4dd0579fa4a6b865b140ac6ba087d;ООО «СК»;1055803534346;;
f5b297be56484f7c9bb46059bc73ad39;ООО «НЛК»;1175275009986;;
6e452d88fa9e44d794a4ee4bf7c5f713;БЕЛЭЛЕКТРОМОНТАЖНАЛАДКА;;;
8e960cc1b1004a6c82956fbe9ce0587a;ООО «Черкизово ТЭК»;;;
75683ec8975b49818ab3e7367e87ee2b;Северо-Кавказская дирекция по энергообеспечению ОАО «РЖД»;1037739877295;fd2fde3cb2224bd4b96b41251f0c4d67;
716e9af6974045a2a79fb319c5e522bc;АО «НЛЭ»;1022302377536;;
c641373190264e019d49d0d2ed389423;Гжельский завод Электроизолятор;;;
11aecb390540486ba9a3777940dd665d;ООО «Транснефть - Порт Приморск»;1024700873856;;
6436319fa1f4403f992faa98f5ce3043;ООО «Союз»;;;
10571e3f80414325b8e48847d7ff38c1;ООО «Каргилл»;1117154018960;;
1517b620c1e94ab6a0a6338de0f72ef5;Государственный союзный завод теплового оборудования г. Харьков;;;
c9b288b5a31d4a41a7999cdbaa38f744;ООО «ВостСибДобыча» ;1163850083484;;
2bfcb84d6ba64ac0874a73ca55329667;Северо-Кавказский филиал ООО «Газпромэнерго»;1237700001406;;
c45a8f4fdc654cc19c1d716ff7575af1;АО «ДМЗ» им. Н.П. Федорова;1045002200616;;
4249f6aa711944b7b8acd0632ffbf722;ООО «Буинский сахар»;1131673001790;;
4e737440b4ed46169caa14eae6f5d159;Stamford;;;
6f0fefdb802847ecb51b38422eb40ac7;Филиал АО «ДРСК» «ЭС ЕАО»;1052800111308;;
41ed6ea85d7c4212a8c3597564f429b4;АО «НПК «СПП»;1097746629639;;
724c6c4663eb44ee9c1fa0e10af387a5;Филиал ПАО «Россети Юг» – «Астраханьэнерго»;1076164009096;395ef688a4bd433cbdcc8fa845eb3855;
354f814a0e624f8093d3677d7375f668;ПАО «Иркутскэнерго» филиал Иркутская ТЭЦ-16;1023801003313;;
c0e2d3ac652e4ce287deca090ee24929;Филиал ПАО «Россети Центр» - «Тверьэнерго»;1046900099498;;
c424ebd5a91a4f85acf2a533cc35d8c8;АО «Татнефтепром-Зюзеевнефть»;;;
562a5974994f485aa650d1a993a94832;"ООО ""Интмаш""";;;
bab789e5c5894a93b0b1e68110ec227e;АО «Салек»;1024201881857;;
ea16cb5e6a2f4e93ac4b735c8d37f386;ООО «ППК»;5177746334068;;
06b5c149521342248607502ff5dc67f3;ООО «РНК»;1162468077551;;
a6dd6b80611e4b7ea2ed77c6c181ecaa;АО «СОЛИКАМСКБУМПРОМ»;1025901975802;;
7aed8b265d4d447cb845c55c0851f444;АО «ОЭЗ ППТ «Моглино»;1126027006071;;
04fcfb64fef64b78b1dd512a631b1e34;ОАО «Нижегородский ЛесоКомбинат»;;;
d99757b645fe419b9c4bf78139ade7ef;АО «Чеченэнерго»;1082031002503;;
6f74dc4b6b3c4ed2a0e93268ee8da619;ПКГУП «КЭС»;;;
3581b909bf014c04b337f1c4e073b311;АО «ОЭК»;1027804911441;32ab1ad9e38d4d0092310b2397f69572;
617394634bc54feaa703deb66ec363c2;ООО «РемЭнергоТранспорт»;1126189002280;;
cac9b37afa8040d4a08c97679a615d3c;АО «РНГ»;1037789063476;;
a9e83d66439c4b328000b705bb93b115;Jeumont Electric;;;
31b2850230184330bf92d800227e78ab;АСУ-ВЭИ;;;
d9b862cd58a44909bd8b8595caefa9cf;ООО «ЧТЗ-Уралтрак»;1027403766830;;
ef54072214b64b9c8bbc99741016b95c;Турбогенераторный завод Лысьва;;;
70f8c168f09e437189e9aaeab404df44;Филиал ПАО «Россети» Восточное ПМЭС;1024701893336;;
d37ec5bc909b4ba7b2228a967494538f;Yixing Xingyi special transformer CO;;;
1b4a90c4feb0419ca8b9e0e85c7c4dca;Brown Boveri;;;
d9bc8b6b7d6a4891b3eb5899db2953e6;Московский завод высоковольтной аппаратуры (МЗВА);;;
b25ddcbf035c4d45b7c7a64284555a1e;ООО «Новороссийский прокатный завод»;1172375048196;;
c322b8cec9ec45baab33622ee0e81755;АО «Туполев»;1027739263056;;
f547060c3e1a4ead8f3c1116cf354560;МКП «Теплосеть»;1205800005344;;
6b291fded5364faabc0cac6448449a54;General Electric;;;
8881bbfa22374c1a996272d79cb2e227;АО ПКО «Теплообменник»;1025202607473;;
660a54afdb144a17baac32c3287a19b3;ЮВЭС ЦУС Читаэнерго;;;
f49f454b342d4506936f3d3f1a4534bf;АО «Черноморские магистральные нефтепроводы»;;;
ba24dcef747a4e2f8fd7d26cf17136b9;РЗКС ЮВО - филиал ФКП «УЗКС МО РФ»;1087746462616;;
554aa0577479437b94faf7d6c3b740c5;ООО «ЛРБ»;1067746913651;;
bb9b86043d6048e6b9412236d22ad3cd;НПП БРЕСЛЕР;;;
a7461fd4dd284bd088304cf18969741d;Ленинградский электромеханический завод (ЛЭМЗ);;;
50c68b6986c54132a999c8ff4390e5e7;ООО «Томскнефтехим»;1037000135920;;
b5b32ddd06654e5fb7287f248e660160;АО «ВаниноТрансУголь»;1162724090870;;
ecf1921490334d51b6f1aae1a87bba1e;Иркутский Филиал ООО «Газпром энерго»;1027739841370;;
bb524e72134047c78e7c89bda73d32f7;ООО «Кольская ВЭС»;1115190029570;;
5ef1a280e0f1481d80818e8b98955529;ООО «КСЗ»;1117847236759;;
f957ab46b0f24351bd7e404acbc95e22;АО «СХК»;1087024001965;;
34a023f3d42d49169822cd498a838eb5;KITASHIBA ELECTRIC CO.,LTD.;;;
1146f6bb4e894cb792c6b092a9ea5fc3;ООО «СибЭнергоАктив-Иркутск»;1173850032652;;
d449bf5d8c734d2db2504c32960afcb5;Запорожский завод высоковольтной аппаратуры (ЗЗВА);;;
399de8333fe04876a7efd1e6039aa197;ООО «Продвижение»;;;
f85f4dd4fb894429b7fd0128a3d86c64;ФКП «Дирекция КЗС г.СПб Минстроя России»;1037832047384;;
01488e8cec3b4e0e92136b5ff1dc1202;ООО «КОМЭНЕРГО»;1122315006901;;
b343f273017e490eabea11c8f64fdda3;Филиал ПАО «ОАК» - КнААЗ им. Ю.А. Гагарина;1067759884598;;
5e5cf7af86a14300a191f915d7a402ac;АО «КБХиммаш им. А.М. Исаева»;1195081083878;;
3c64226169fb42bc9a88abc9dab51d69;Входнинская дистанция электроснабжения Западно-Сибирской дирекции по энергообеспечению;1037739877295;;
6a26cd71574744608cf583ddbc5c62ef;АО «ОЭЗ «Байкальская гавань» ;1170327012690;;
b0d33ff6b6a6402eb218b9760788fc8a;Оскольский филиал АО «ЦЕМРОС»;1023102358245;;
df4948554f324bc58c151ca2f42f9c2f;АО «НПО «ПРЗ»;1025201420012;;
9f4dd45f2be6454f8baf5c2be0de872d;ООО «КЭС»;1193668019313;;
0bc02c45c86544dca1fa9cc97c3f3021;ОАО «Донуголь»;1026102769824;;
e069a66ed0604213a9d7dfd6bed429e1;Westinghouse Electric;;;
12c96f718c0b49278e3284222fbebd94;НТЦ ГОСАН;;;
db4d1105bc0f497bb61c705bae3fd2aa;Рижский опытный завод;;;
360fee570b3145dda9c7a20b5c191778;ПАО «Россети Ленэнерго»;1027809170300;765f6785ec414e9a8e252a01dacd3d89;
b045b486e68a46afa9911739adface06;АО «Колпинская сетевая компания»;1077847129073;;
52db0192d2124bf995fcb9d5dff6a78a;РосЭнергоТранс;;;
f642e508978a41abb38d181b312531b4;Ruhrtal Energie und Technik;;;
21838fffef13446a9dff0800e506b5c1;Dongwoo Electric Corporation;;;
eccba0f8a2964cc99dfda9c8e7357507;ООО «МИП Кинешма»;1173702005289;;
d8975787f99a4a2d9fb5542fb930deb0;ОАО Березовский опытный завод «Энергоцветмет»;;;
37ee7abc7ebb40de82fd82af6861ed0b;ОOО «ЗСЭМЗ»;1084217000207;;
8ead69d94dd54b13872d17befdd5308c;Филиал ПЭС «Уренгой» ПАО «Передвижная энергетика»;1027700465418;;
5149639eb24640b8bedbe24a1059ee4d;Красноярский завод цветных металлов имени В.Н. Гулидова (Красцветмет);;;
858995b2d6144aae9ae509e67545912f;ООО «Биоджоуль»;1077746007756;;
a7d24521a1ac4782b3ec3b616c759959;ООО «МЭС»;1246600058473;;
ec302064f832473d90067edd102b2cec;ООО «ТЭС»;1156325000523;;
9f7ff5abd24a471cb0c2aee12e2cd06c;ЗАО «Южная Энергетическая Компания»;1037704023257;;
d27037af7f7d4beaa17de9178f100605;Кандалакшская дистанция электроснабжения ЭЧ-13;1037739877295;;
4d9a8286570c4c95b1b01de5782fb878;ООО «Клинцовская ТЭЦ»;1133256012515;;
9e1c9c89c129448a90d310222b080db5;АО «СИБУР-НЕФТЕХИМ»;1025201738693;;
14414f7c616f4ade8fb5c122372a1575;ООО «ОСПАЗ»;1163525082544;;
6a494b03004040f8a3910e5dc280555f;Русэлпром-Электромаш;;;
55798c61c4ce42c5be4d7005b5173e38;ООО «Саратоворгсинтез»;1036405303560;;
f198f01bbe23491092d84e3212cd5400;ООО «Завод ТЕХНО» г. Челябинск;1046213008170;;
3dba436398dd4792939bac3defe4d438;АО «АвтоВАЗ»;1026301983113;;
c40efafb2e84427eba999e1da919bad8;АО «ЧПО им. В.И. Чапаева»;1112130014325;;
86fc428d00904bb5b996972fc6d46ac8;АО «ЧГЭС»;1252100001592;;
edfb03d790e948a7978010bfaa1d8a8b;Московский трансформаторный завод (Электрозавод);;;
24499c93d751456dbb17893701853931;АСУ-ВЭИ;;;
23b907af1bfd4bb8b38bd7781e01a3fe;Allen-Bradley;;;
707091e9018e4948a1ca29f560104dd3;Elprom Heavy Industries;;;
b1c4521effed49c2af189c1bbc0c9ea6;АО «АПЗ»;1025201334850;;
e725c6cf62724ff8a97a8fae75dd88bd;ООО «Хаят Кимья»;1111674003352;;
9de202f10ef4491fac038cf2f4fa3384;ГУПС «Севтеплоэнерго»;1149204009129;;
0d4f2b4c8014430297fedb19c920fed3;АО «ДВЭУК - ЕНЭС»;1192536024075;;
9744ca1d88864ad99634276231cb2a9a;Finshyttans BRUK;;;
e3b4c4919e8346eea3c3350f07a167dc;АО «Спасскцемент»;1022500821441;;
bbb39d2f067a43deb0429a66a9d3a10b;ООО «КСП» филиал «Золотухинский»;1153668030174;;
5e845937ebc44a489833cbe385f5de87;ООО «Абаза-Энерго»;1041904001127;;
00328bbdefe44bc4a582ebea6c660e55;ООО «ЭнергоТранспорт»;1115260017652;;
f1de799932b948d7a4abdcb9712cb382;АО «ЭСК РусГидро» на территории Красноярского края;1089848039973;4d42922d51e64438b881da043c760e48;
36268975c0054747b8b382ad16f5e303;Томский политехнический университет;;;
6b78e3caa5524cca8cbdbe2750833a55;ООО «Башкирская медь»;1050202126622;;
cedded9e2928439b8b3d732a0b4a09e2;ООО «Керама Марацци»;1145749000210;;
030392ae43ac42208e415af7eb4b3b56;ООО «Транзитэлектро»;1176313091668;;
013e6478047947ac803eb559fc36e56b;АО «ЭКОПЭТ»;1043900818488;;
1427f474fd62489ebf513523c2296f5c;Филиал АО «Сетевая компания» Елабужские электрические сети;1021602830930;;
106c07f9ff4541f6a3bd3f760003a1e9;Московско-Курская дистанция электроснабжения;1137746308039;;
0b99daa89afd46cf9c970d8f0c7976ff;МУП «Горэнерго»;1116615001029;;
c57b138fb82d4cd8ac96e64f5308c743;Электротехнический завод Вектор;;;
c7dae2c31fff4e64ad09174889a083f1;ООО «Газпромнефть Энергосистемы»;1038900945973;;
72e5db2712984e828d7e0489aa1de615;ООО «Павловоэнерго»;1085252001053;;
5f48e6467dbc4d699c8bff09ccaea8ae;ООО «Агроснабсахар»;1064823022846;;
8c67e8aa291b4c30ae684f696c46110c;ООО «Прогресс Плюс»;;;
80775b9e0f1448d48de9684daec61b1d;НАО «СВЕЗА Новатор»;1023502696755;;
999f99f504244c55a96fdaef202bd25b;Ртищевская дистанция электроснабжения Юго-Восточной дирекции по энергообеспечению ОАО «РЖД»;1037739877295;;
bd9f1255a6c843228ceb4e81f9175206;Минусинский Электрокомплекс;;;
bb68175f58ef48fdb7f6dc121e94dd79;ЗАО «Электрофизика»;;;
b4c30ad843d04cb1845ce93e0bcf2ae8;ООО «Тувинская горнорудная компания»;1071701001570;;
6a820afeba1b4b48bffc297a27d3646b;ООО «Родина»;1237700140699;;
440365b5c35d451abe506061f7c3be64;ПАО «РусГидро» Северо-Осетинский Филиал ;1042401810494;;
b97c4f4758c945bc9539625fd81967a6;АО «Каскад-Энерго»;1034246002273;;
8984bbbdd13d4de49aada6c322d6af4c;ООО «Энергосети Сибири»;1115476072470;;
db715688a5cc4db98659ae372eb447cd;АО «Электросеть» (Обособленное подразделение в г. Братск);;;
79fdb29aaba540d8ac353058e528f771;АО «Пензадизельмаш»;1045803507970;;
b9bb53c8ec6148e4a37303bbc14ca12a;ООО «ЭПС»;;;
12dd6c495d6d4628a3fecfab9cbaf232;АО «Оренбургнефть»;1025601802357;;
ac34515a420645e59e8bd3fa69a1c157;Филиал ПАО «Россети» - Оренбургское ПМЭС;1024701893336;;
afb0e4f07c2248a8aa6ca1eafeb5e774;ООО «САМАРАТРАНСНЕФТЬ-ТЕРМИНАЛ»;1046302393610;;
c7e52a1bb964474fa90631aee1ae98eb;ООО «ММК-ИНДУСТРИАЛЬНЫЙ ПАРК»;1167456107268;;
36af193fcfdf409caed949951807243c;ООО «ВДМ»;1086670016685;;
4cf391788858430a8c7577b8a5168965;БСКБ «ВОСТОК»;;;
8a2f1118837546b1892dc052c7cf7eb2;ООО «РПК-Высоцк «ЛУКОЙЛ-II»;1174704007004;;
090e52884b0f4f75b6d0649ee556f4b7;СП «Восточная ТЭЦ» АО «ДГК»;1051401746769;;
89591a59515145d78b2998dd48c6d327;ООО «ЛУКОЙЛ-Пермь»;1035900103997;2e10cb11736148b79c560c8dd6e82991;
d58de90cf6d34a2bb8eb0220d4104dbe;АНФ-Энерго;;;
