about;name;Organisation_oGRN;Organisation_ChildOrganisations;Organisation_Roles
4276e364f3b14b3787995133d5ed21d8;Славянский завод высоковольтного оборудования (СЗВО);;;
4d2bdd300b814844a34c052e42541cd4;АО «ЭСК»;1025203742244;;
10000ee300000000c0000000006d746c;Локальные объекты;;;
46fba5ba2c884ad083ac28f1174261ba;АО «МСК Энерго» ;1035003351657;;
1941d59ac5be4c29923bff483881d2e4;ПАО «Россети Северо-Запад»;1047855175785;5bcd41c26133441ab9f42947e03612c3;
1575b3b871404d9a97b641c44c8f16cf;Ишимское ТПО Филиала АО «Россети Тюмень» Тюменские электрические сети;1028600587399;2a589e701482428d8a4094cc2d070bb4;
637341a6c6774a238386ebc023fcdbe5;Sanbian Sci-Tech;;;
adedb917398a4da9998353cbb8beec5b;ЗАО «ЖСМ»;1026303241744;;
515f401f44664e65aa7607ac939100d0;ООО «ЕнисейСетьСервис»;1132468062858;;
49cc894fc7354480a216d7e7526b18ad;ООО «ПСК «ТрансЭнерго»;;;
5059a40b07664626b4ee3451d80497bb;ООО «Вышневолоцкая ТГК»;1116908005928;;
fa570777b7c24b8ebbb8f59358dce750;Филиал ПАО «Россети Волга»-«Чувашэнерго»;1076450006280;;
ead0821228104dcaa53ce6cdf5a2b5b0;ООО «Тобольскпромэнергосеть»;1067206045873;;
71c8a98131834620a6ac8d091d99b33a;АО «Тулачермет»;1027100507125;;
f43bf0bac43b472093452899285fcc8a;МУП «Тепло»;1126509000342;;
de22267d760144e1b8bbe4acbe8e4f17;Свердловский электромеханический завод (СЭМЗ);;;
2fba54d8b0de40f19251969167d63f82;ООО «Тосол-Синтез»;1025201758999;;
59964618a69643d5a77e0a0360b89ac7;АО «УЗЭМИК»;1020203233951;;
7060e7cb6bf44a399b748c3feaf9b7dc;Костромская ТЭЦ-2;1057601091151;;
f29465edf62d46ad9223255d77f22202;ООО ШУ «Садкинское»;1046142001950;;
69d3cee9b717495faa1dabb8b6981aa3;Инзенская дистанция электроснабжения Куйбышевской дирекции по энергообеспечению;1037739877295;;
c09b96c0cb03462f88fc476bd655d122;МАКЕЕВСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД;1229300132049;;
0ca9c7c7920c4ffeb47ba8d1df8b1935;ООО «Волжский метанол»;1143435006318;;
2762559db2e0434da6b00c7fdadfd79f;АО «Атомэнергопромсбыт» на территории Красноярского края;1147746520767;3448cd9ca1de4f1787510f1510b1326c;
04067bb77b654a0a80e636d531f10126;ООО «Друза»;1023800731767;;
49a7cf18a97f4dc99e3cfda4e69f2ba1;СлавЭнерго;;;
861a3d33ab964ccf9d312b391f4a74fc;Литмаш;;;
177cc79f86fb4086a6a71c883898da14;ООО «ВТК-инвест»;1147746024458;;
0e40b578d5d44c64800b20d60caf2ca2;АО «Татэнерго»;1021603139690;1e8a956f8d0b4bd6bcd56919fe3a5075;
922d8d94893c4e33b1bbad6c32a6d233;Нижнетуринский электроаппаратный завод (НТЭАЗ);;;
d7a259cb128f48ec886b16f1a487d5de;Филиал ПАО «Россети» - МЭС Северо-Запада;1024701893336;e531efd2aad24fb48b61eef9d130cc7f;
1ab4a8b53d8a46eba28053388e79b8dd;ООО «Щекинская ГРЭС»;1137154027405;;
0129d29123ee4f46b4085beebebfdbba;АО НПО «Тяжпромарматура»;1097746714911;;
81913ae9a57c41249f89a299ccd5e855;Филиал ООО «БГК» Приуфимская ТЭЦ;1060277052098;;
4b5bc3881003405c9e6e3e7cb87626ee;ООО «Газпром трансгаз Санкт-Петербург»;1027804862755;e33e2bbd62504d82bbd25fce66d2c270;
94feb26f9ec949159eac15761bb1ae2c;Филиал ООО «БГК» Салаватская ТЭЦ;1060277052098;;
8fb73d3c910c4fb5a2ef7caee9a6320d;ПАО «ЗиТ»;1026301696794;;
c032338599aa42729bd808dd617cd2d4;ООО «Региональная энергетическая компания»;1177232006104;;
b7c2f01c34ee49c6b33e8e5146006665;Филиал АО «РИР Энерго» - «Калужская генерация»;1056882304489;;
543f6d4e23694c2da3514089c2c014e6;Sadtem;;;
dc73e0147ce948d79173417240e79a4f;АО «ЗВИ»;1027700002351;;
b0672110102d4aa092ca708106ce1c07;Филиал ПАО «Россети Северный Кавказ» – «Севкавказэнерго»;1062632029778;;
4d42922d51e64438b881da043c760e48;ООО «Соврудник»;1022401506896;;
34bd1161af844c09882eed61300a5b61;ООО «ХайдельбергЦемент Рус»;1065074065836;;
a9c010e26cfb417b9b1ed8a607ea832a;Южный машиностроительный завод им. А.М. Макарова (Южмаш);;;
03121cdb30a94b509ba257d011e111e4;Alstom;;;
6f63c19c0e0f43f3b3d6cb3b9bbc3a55;ЦЭС ЦУС Читаэнерго;;;
28bef3e749994fdbb681182dd6d53ddc;ПАО «Электромеханика»;1025801358637;;
125168ffb8894ecbb6f1cd560b3a6faf;Абдулинская дистанция электроснабжения Куйбышевской дирекции по энергообеспечению;1037739877295;;
c9e192cd0a4a40fba2de4dd178c08ec4;ПАО «ОДК-УМПО»;1020202388359;;
a4f2dad1ed60463eb8a81dc4f1ff750c;Росэнергосервис;;;
90b54389533a4646989684387627c291;Yingli Solar;;;
5aaae189f319468c843afa2c95c1e052;ООО «Феникс»;;;
870901f6bdb04cb29cf8aedf6d9dd832;Филиал ПАО «Россети» - Ростовское ПМЭС;1024701893336;;
f90660d1ba5c42878fa47e3913b7ce31;КУ «Управление по Строительству»;1135543004376;;
30ffbc54863946cc8fd0fd6d38aceec0;АО «ЦЭНКИ»;1207700033760;;
a4b9d0733af34bbfb6a2c967d75409a8;АО «Алтайский завод агрегатов»;1022201759470;;
148c3391cb6241859ac43a51a4ff4a1b;АО «КТК-Р»;1022302390736;;
b8d995af67d14c0282dee041e7bafa40;ООО «Обуховский щебзавод»;1046148006035;;
d572d7138c88406ba470cbf42e7d53c2;ООО «Первый Ветропарк ФРВ»;5177746260577;;
9b2413d8a1194d778dbc68ef2beac7a3;SHENYANG YINHAI ELECTRICAL EQUIPMENT Co.;;;
504693a761a64c5297b5c7beda4c9b38;АО «ОХК «УРАЛХИМ»;1077761874024;52dafcee90614b7781a13b3bc079578b;
d2668eb26cb7472eaaafacc27b979097;АО «ЧЦЗ»;1027402551880;;
e40af4c14bd84848869f634334ac57d4;АО ЦС «Звёздочка»;1082902002677;;
89359b5d6a734694aa08feec9275e481;АО «ОРЭС-Владимирская область»;1063340018785;;
5e0e4512d52942da87acd16ad76bf4b3;Филиал АО «НАК «Азот» Новомосковская ГРЭС;1027100507378;;
73b7784144e3421badec932b07f094f9;ООО «Центральные сети»;1157154018933;;
1546d91806984a2a9df32a5e19643a04;Филиал АО «Концерн Росэнергоатом» «Калининская атомная станция»;5087746119951;;
33219d44c0f442d892d0f8ade42db30a;Ritz Instrument Transformers;;;
188ece6d6fe047a4a8ed4f4f55078de2;ООО «Энерготранзит»;1141690038225;;
811a193b71184f4b873e96b660e617de;ОАО «Электроцинк»;1021500668617;;
924c45cb2deb4554a5dea52480e68db0;ОАО «ММК-МЕТИЗ»;1027402169057;;
33023072869a4886b0d755b8a77f4ab2;Филиал АО «Интер РАО - Электрогенерация» Ириклинская ГРЭС;1117746460358;;
075022c973794c3a8c1610f4a3f4cf5c;Филиал «Приморский» АО «Оборонэнерго»;1097746264230;;
d2cba5f431f64a4da45143f6319ec4e6;ПАО «Магаданэнерго»;1024900954385;3ca6669efc6849dcbfc38ea9a1458fb5;
c1d11e5ae4ae414d9cf4e9a403ed41b1;Электропульт;;;
72f48291bf0f454094afdbad57f0e0be;ПАО «ХМЗ»;1022402293143;;
120b3699d66e4fc8a5409fe59b970ca7;АО «НЗНП»;1046151001071;;
da5bd0a40bc94764916ea0460e5a1d86;АО «УСТЭК-Челябинск»;1187456012886;;
f70abe55a3bf434b922884555434c47f;Ленинградский электромашиностроительный завод (ЛЭЗ);;;
b1e57eace1b440858eeaa085764e4cf0;Чебоксарский электроаппаратный завод (ЧАЭЗ);;;
1827a10861e743f8bd4ee7a0d88567df;ПАО «Россети Северный Кавказ» ;1062632029778;714560f96e9f4d029889609b71e7df28;
c89d64198c174da7b81355193e4c8d4d;Филиал ПАО «Россети» - МЭС Урала;1024701893336;a4f0024e01f34777ba06a7dd3603cbac;
7507b65f23fb44c28ce8359f70d5de8f;ООО «Специнвестпроект»;1035205638577;;
8ac30ca3dd6c44dd9aadbebfc4d875dc;ООО «Магистраль»;1147325006146;;
2b8cde9ce6be435bbd6e791386ad5ddc;Брянская дистанция электроснабжения Московской дирекции по энергообеспечению;1037739877295;;
9cfcc1e63fa847428cecb2e0cc53533d;ТАШЭЛЕКТРОЩИТ;;;
a5f2da2eee5e49959ee958f29d57842e;АО «Кривец-сахар»;1034610000424;;
a4f0024e01f34777ba06a7dd3603cbac;Филиал ПАО «Россети» - Пермское ПМЭС;1024701893336;;
fe4645720fe341a99d78841995617231;АО «Русполимет»;1055214499966;;
7a683401a16f481d84d93b309af6d628;АО «Петербургский тракторный завод»;1027802714411;;
0e0173e92c04498a937408c5a6178272;ЦУС Таврического ПМЭС;1024701893336;;
cd1eb8f7db154e0eb7dd7826f9fc53f6;"ООО ""ПК-ЭНЕРГО""";1146154005623;;
11bbe435d1a04bc69c277d6b2668d140;Великолукский завод высоковольтной аппаратуры (ВЗВА);;;
e2eaf16dde6d4ea69fda3114051a558e;Филиал ПАО «ОГК-2» - Сургутская ГРЭС-1;1052600002180;;
f683471192784ac68923d5abc9a7768f;ООО «Тепло-Инвест»;1077404001652;;
6f5976e221224762881c0a0f9ebb2235;ООО «ЛУКОЙЛ-Ставропольэнерго»;1116195008533;;
03b8324a307f428cb9d330a8b6f0838c;Филиал ПАО «Россети Урал» - «Свердловэнерго»;1056604000970;;
94bb4d440825404e850e5d306e0b049f;АО «РИР»;1117746439480;ffd472a5b4734ad9bc62d4c4fb7ba2ff;
82e26e37a1204b01bf42dc39fd16f87e;ПАО АНК «Башнефть»;1020202555240;170d616d38404492aede56a7f06c6cc9;
4c8ec2b1e90f43bda8e3a3e79e999079;ООО «Уралтрансмаш»;1216600018601;;
55118f71d826471599020d1e03bf6ea2;ФКП «АНОЗИТ»;1065471010340;;
b233440092754aa2bc7046b0307ca490;ООО «Теплосервис»;1217700593978;;
24018cb14a214c29bf2135e16a71c80b;"ООО ""Мурманск СПГ""";;;
92edf3d0f54a49e39cf877fc121e5bae;Филиал АО «Группа «Илим» в г.Усть-Илимске;5067847380189;;
ec93b505bd1140faa6d0360f4e36cc49;ООО «Трансаммиак»;1026302004255;;
ae175e97961d487f885eb3b901fb2de0;"АО ""Висмут""";;;
ad640ccb0d904138afd11abae1bebb4b;Филиал ПАО «Россети» - Таврическое ПМЭС;1024701893336;0e0173e92c04498a937408c5a6178272;
c16db537fbde403994e1477a9acc7924;АО «Коммунаровский рудник»;1021900881936;;
2768103751a943898f2cfa62ba02ccb9;"ООО ""СВЭЛ-Силовые трансформаторы""";;;
4261c3e26cb94c65a895637f97b4a31c;ООО «ПГ Фосфорит»;1024701420127;;
ebe897763739423f8dafea83438bd2d5;ОАО «Уралбурмаш»;1026602051717;;
7229287f35e44093850c92fcd4ccaa94;Филиал ПАО «Россети» - Вологодское ПМЭС;1024701893336;;
10a06f34ce074327b7e427eb4e3524ad;АО «ПромСорт-Урал»;1026602051288;;
d7ef46f278b34f1ab144d96c50933177;Сибэлектротяжмаш;;;
8b7611cbad7a43929aa853f072d614fb;ООО «Айседора»;1069670119683;;
fb02a44ac8744ca3831b5c849134bbc5;НПП РЕКОН;;;
9ab8fdc87eeb4738b28d21d8c9a4b1ba;ООО «ДМЗ»;1023405560650;;
3adf7cfb048a46c1a5f64af4f1ed5f1b;ООО «СКС»;1191901003788;;
7a482815f2784405be4354b31d36fb5b;"ОАО ""Запорожсталь""";;;
d88805bfce91437ba80d5883dac2a00e;ООО «РОСТЭКЭЛЕКТРОСЕТИ»;1112312001141;;
9f646363c8aa48149a046ab5a1e00639;ООО «ГлавЭнергоСбыт» на территории Красноярского края;1067746647583;3a950adb3acb4d2e84042fc5a4731b5e;
307c514871134b46bd270f2c3cfd5985;Филиал ПАО «Россети Центр и Приволжье» - «Калугаэнерго»;1075260020043;;
767e9034571b49f4b1cea326da9e6d8e;АО «ЕВРАЗ КГОК»;1026601125308;;
5b257e9601264872bff89ef40028463e;Филиал АО «Транснефть-Урал» Челябинское нефтепроводное управление;1020203226230;;
ce47d0abde7a46a69d209bbf567d9095;ООО «Автозаводская ТЭЦ»;1045207048611;;
641d754378db4ed3b706cf60d5d60384;АО «Аммоний»;1061674035257;;
a3d88628abbc4228a969b626cec3e60f;Филиал «Волго-Вятский» АО «Оборонэнерго»;1097746264230;;
c7c68a7a219b433faa5f5ceb9f91a808;RTR Energia;;;
1da15ce8624c4e329b4fe345e40df2d9;Электромеханический завод (ЭМЗ-Трансформатор);;;
f969f141d4584cc987945caa48189d11;АО «Салаватстекло»;1020201995043;;
a3da8aa6980049ad9791b4d491bf747c;ПАО «Орскнефтеоргсинтез»;1025601998498;;
f479647fd2944d7683cd2a90177ccdda;ООО «Тверской кирпич»;1217700128667;;
25c57b89cac34fe8b659136e8cbe00ee;Тобольское ТПО Филиала АО «Россети Тюмень» Тюменские электрические сети;1028600587399;;
5e0ff38caea147699a729cb45f812946;Энергосила;;;
d9647ef35a584bef9d573055709a9475;Augstsprieguma tikls;;;
3577eb2d4f4b4412b7c23d1013351ce6;ООО «РН-Энерго» на территории Красноярского края;1122468046722;08b5eb2754af44d691bbfc811f15cdfc;
9621b59ca3084db893fe3c372987abc0;ООО «Энергия-Транзит»;1052202017482;;
2e10cb11736148b79c560c8dd6e82991;Усинское региональное управление ООО «ЛУКОЙЛ-ЭНЕРГОСЕТИ»;1088607000217;7005ec77b4e14e6bacb7cf4a6d7c3e88;
8b770e9f9f9543d7a887e118e2df480c;ПАО «ННК-Варьеганнефтегаз»;1028601465067;;
b7114ba0f27d40439e5d2f67833fd5e8;Филиал ПАО «Россети Сибирь» - «Омскэнерго»;1052460054327;c9b44c01e5ed4b17a66a3cdd15e6bcbb;
814cb8347cf74cbbb1b4cfe4a94ca166;"Энергокомплект (АО ""ЭНЕРГОКОМПЛЕКТ"")";1047855055885;;
f77cbec2da70467483cc76da707a1b78;Филиал АО «Группа «Илим» в г. Коряжме;5067847380189;;
7efce8dd5b644953af5bbad8aa7d6311;АО «МЗ Балаково»;1086439000152;;
193349c2df56481481ba09e187687670;Шилкинская дистанция электроснабжения Забайкальской дирекции по энергообеспечению;1037739877295;;
c5d79c6a49854eebb3db5dd36c432202;АО «РСК» ;1080917004596;;
d38276b411004574a5466f49d8d380b7;ЦЭ ДЭО КФ ООО «ИСО»;1232400030510;762d0c8b0fdc42debc5d547a5abfbd3d;
b3b52f8f1de348fe96c386e8d38fc8a6;Красноярская ГРЭС-2;1051901068020;;
9c69b448d37b40ce894cdf6acae32672;Филиал ПАО «Россети» - МЭС Юга;1024701893336;d6ade364270d4463956647055f8ef558;
b1b395824ec548ef991460f9e8fe5e8a;ООО «Нижегород-электросеть»;;;
19bbfe5e99fd400a9a10e4099268eb24;Филиал ПАО «РусГидро» Загорская ГАЭС;1042401810494;;
6b484771dfa94d2aa68474c305cd875b;Владивостокская дистанция электроснабжения;1037739877295;;
c1a2f600bad146019225bc18863e18ce;ЦКБ КЭМ;;;
f7b3ce4c92d14e1b8fe42d7eb9dde16e;ООО «Кама»;1065944012386;;
2a8804254a9643b989762cf54f72c1be;ФГУП ЭЗАН;;;
8d039fdb874f4e1eb281688983bbc70d;АО «Витимэнергосбыт»;1063802001372;;
41e6ba2380824da4b32a777c26da1252;ООО «ЛУКОЙЛ-Волгограднефтепереработка»;1023404362662;;
e93650aae9904bdebda11313c6633a0b;Региональный штаб по обеспечению безопасности электроснабжения Сахалинской области;;;
6c567771df5b4dc5912add02dc5dc794;АО «ВИнКО»;1093668046317;;
3c3e94edf82a45acb1aae56816f69b14;ГУП РМ «УК «Индустриальный (промышленный) парк «Светотехника»;1071327001151;;
ce640036d60f4d1c8b8eca316cedb355;Филиал ПАО «Россети Ленэнерго» «Новоладожские электрические сети»;1027809170300;;
1f66422503f14300a9a2aa5900e44b01;ЭЧ Рузаевка Куйбышевской дирекции по энергообеспечению ОАО «РЖД»;1037739877295;;
8236cf18aabf4ea4a819c0e6cbeec167;ООО «УК «Колмар»;1117746523751;9e6ed90abe4549c9bfefa2988ba8b3a9;
1126c957d35a416480c5ccc6aeb2a48f;ООО «Озёрное»;1180327010203;;
a95e5578f93849e7a2b993d3184cc1d1;ООО «СГК»;1097746400091;22d094bc0a1a4a84a075c2e88eb37226;
89677120502446c786c7ce00eee0552b;ООО «Цемикс»;1170280034154;;
9be348b66f7941839044b9d6f2c3ccf5;АО «ПО «Север»;1195476022940;;
e64179f8f2a54de29c7619ca1c25c56c;Филиал «Шатурская ГРЭС» ПАО «Юнипро»;1058602056985;;
8d98169b789a4fe0ab147ad1033f3da6;Администрация Аромашевского муниципального района;1027201554753;;
1a09d8d7d5b24cdfbb3a85e37194d353;ООО «Башнефть-Добыча»;1090280032699;;
b1b25fda0c064e57991328bebe688dde;АО «ВТЗ»;1023401997101;;
2aac4133006f4e37afaeda702150d4c7;ПАО «ТГК-14»;1047550031242;519fec68d8824762a39ec527a6ece5e6;
8dc9a16ae81a46369d2dca7b593e4d7c;Ишлейский завод высоковольтной аппаратуры;;;
b715943838a6448093a08d743c0b075f;ЦУС Ростовэнерго;1076164009096;051f9298a14f445a970ba067d95bb1c9;
a27609fae8e5433b9794492f35dff649;S. Morgan Smith;;;
caf81f3affaf416aa71f76ab71800ef0;Кунгурская дистанция электроснабжения Свердловской дирекции по энергообеспечению;1037739877295;;
f5c117c8f791470ba5b7172fbd05dc39;ООО «Энергоизмеритель»;;;
19ab5f7ca8084d369e9b8548ea2d4dfb;ООО «КНГК-ИНПЗ»;1072308002172;;
c9411407fee642b4a123856efd7056df;АО «Уральская сталь»;1055607061498;;
a38d1e1baa5649e6836961a2bb122b46;ОАО «БГК»;1226600063007;;
8b968175618a44c6b5cd2478df61bb65;ООО «ИСТЭК»;1105003006140;;
4e2f8f18664041cbafb1ede9c2260a53;АО «Чусовской металлургический завод»;1025902086924;;
760f7693153c481c8ecb11726d418cbc;ООО «РСО Электрогорск»;1245000031737;;
e834678672834ab09d6eb5dd44e5799f;АО «БСК»;1020202079479;;
5bcd41c26133441ab9f42947e03612c3;Мурманский Филиал ПАО «Россети Северо-Запад»;1047855175785;;
cfee211d833a42419f6ad9fa758f06aa;МУП «Шарьинская ТЭЦ»;1144436000224;;
42a27d9176234039922a57c9ec484975;Разряд-М;;;
e6319ccb61184414971efc543e84d916;"АО ГК ""Титан""";;;
d8089be67f0b4ef3b7a1478d6741de76;ФГУП «ПО «Октябрь»;1026600932566;;
11dc34eac36a455d9f9939c7299010ab;ООО «ШПК»;5177746336323;;
2359f4d99c0f4970a63e070a9c1f957d;ЮТК;;;
622f739c152444f399b121c04ab3e181;Брянский завод;;;
7e3e4619796c4fd78894419ea0377e5f;Филиал ООО «Юнилевер Русь»;1027739039240;;
fb15b17dec274677b5bb6af971d701c4;ООО «КраМЗ-ТЕЛЕКОМ» на территории Красноярского края;1022402466998;;
6d63521136e24e4cb9e0dbdd6e7a1823;ПАО «НМТП»;1022302380638;;
7326cde405dc48c9b6193cc6bce32b37;ПКГУП «СКЭС»;1025901976473;;
a6705156dce9407f8bef47b1ddd71023;ГУП «Т-Э»;1229000019467;;
fd2fde3cb2224bd4b96b41251f0c4d67;Сальская дистанция электроснабжения СКЖД;1037739877295;;
3223f5d0cb44463e8c7684bf98988727;Филиал ООО «Газпром трансгаз Санкт-Петербург» Ржевское ЛПУМГ;;;
6c71d2ddf8554bbcbd15f667eeb5f33b;АО «Михайловская ТЭЦ»;1103456000988;;
6b5f849aaee3434eb5e2aa6bddc80afa;ОАО «Красцветмет»;1022402056324;;
27ecca6b54c44a738b3ff5f4b9723ce3;МНПО Энергоспецтехника;;;
08374282730b4feb9a894ef6417fb282;ООО «Мираторг-Курск»;1024600783855;;
51256ba7a71c4da7b6a581efeed032b7;Ружинская дистанция электроснабжения;1037739877295;;
20ea01eaf5c74e5092ca2e35f0cab20c;ООО «ЯЭСК»;1181447012075;;
deeb9ae67dae49569082225dc4f95771;ООО «Энерго Пром Сервис»;1025007116562;;
57d96b616def4c28aefd79817c11f87a;ООО «КЛЗ»;5117401000404;;
4e85ae5a638549028e260a046834a38c;АО «Омск РТС»;1145543013868;;
daa101ff30ba41d289ada7cf1d84bba5;Risen Energy;;;
54bb8b1908994f399dc7216f8c28c68a;Ленинградский металлический завод (ЛМЗ);;;
2ce6655cf8484b658d98f5689231f199;Самарский электромеханический завод;;;
df6f2fa2dbd0485c8dcb0da6ebd9393f;Уралтяжмаш;;;
33e7e2217c24411c92317c8a2cf05535;ООО «Прософт-Системы»;;;
53c469b90fbc4d9fa837fe61686173a3;Бакинский трансформаторный завод;;;
f4f55bb22c1f4802a748ca4984296092;ООО «Свод Интернешнл»;1037730004520;;
540a92c6d68141cbbe42a342b3afadc5;БУ РК «УГВ»;1170816001751;;
707930e8d27148138daa96f4359a0fb4;ООО «ТИС-ЭНЕРГОСЕРВИС»;1207700188673;;
aa8616c5bb8a4a8c809dd1d86871905e;АО «ВЗХЕ»;1206600070918;;
e034cc6b96d74e9bb387af01bb43cfc6;АО «Западная энергетическая компания»;1153926028850;;
7156b89b9db641fcbbc83c2efbba53d6;Константиновский электроремонтный завод (КЭРЗ);;;
6d8c22f542084d578cf39042565fd7ad;АО «Альметьевские тепловые сети»;1051605063410;;
04786a8375044c4db336f5fd09564f20;ООО «ПромСорт-Калуга»;1124025005873;;
0512abe0bb31451a8bac065f233f8c87;ОАО «ПМЦЗ»;1025902174385;;
cd4c0d203f834d83a138513a69ee7f13;ООО «Атомстройкомплекс Цемент»;1186658025443;;
007eccb78bfd487588836289e83595b6;Красноярская ТЭЦ-2;1051901068020;;
874ae20786b54d7f9064c628a251dd82;АО «БЭС»;1115031002085;;
2a1d8fb61d734c4c8e987e405a1f434f;Пензенское районное управление АО «Транснефть - Дружба»;1023202736754;;
096887813adb43a0a529b38059c1e359;Латвэнерго (г.Рига);;;
b93e4e32fedc47ef80db0ab046b71fdb;АО «КНПЗ»;1026300894179;;
9355c071cdf44f69bc871df28a5629c0;ООО Агрокомплекс «Чурилово»;1117452012920;;
823f004d5d7b4901bd0dc7233c69b197;АО «Северо-Казахстанская Распределительная Электросетевая Компания»;;;
39bc2010fb8f42f6bc44a2acb59ce043;ООО «Нижнекамская ТЭЦ»;1091651001969;;
9d4ff1c617104fc1aac2e0d924ec9399;ООО «Ишсталь»;1120261000529;;
739bcbb32900408fb7c9deb7e2f514f3;АО «Оренбургские минералы»;1025602137956;;
5b9006542f374df290943ae414d4d5a5;АО «ВТМЗ»;1126681000820;;
5d8a9a2fa80340cf8bfaf7a7725d6740;ООО «Газпром переработка Благовещенск»;1142722003467;;
cbe62d977daf43b2ae6fb2bb56cb20e4;АО Агрокомбинат «Южный»;1127746003835;;
7864c5cbba1649efa0b92ac3a6068604;ПАО «РусГидро»;1042401810494;e7349d522db64c81b4e6dba4538818c9;
cf7cd4d0c0ae4ad9a9fe55e977f52966;ООО «НЭСК»;1145256007357;;
9e0796b63c474cd98c18c46eef0c5d38;ООО «БКФ»;1125260004198;;
5064e2cf264a454f80a1f3aef2465320;Мирэнерго;;;
c628be61f3b94aca9bc9ccbfa8d694bc;АО «Кавминводы»;1022601455425;;
5923b5e0479045dca4c4e83e75416ff0;АО «Усть-Луга Ойл»;1024701420622;;
648abafa7beb4c14b5b10e7d30ff2b00;АО «С-ДОК»;1023502489482;;
6621a09f38d546a79f851f832070633c;Люберецкий электромеханический завод;;;
6c5a9b44a6c641d1b6f0261e5f9fcdf0;Таврида Электрик;;;
119bb18f0e1b4a7aa269396ca1e674a2;ООО «ЛУКОЙЛ-Волгоградэнерго»;1093435000845;;
e7d958129f35495195427483c88a6f32;Филиал ПАО «Россети Сибирь» – «Кузбассэнерго – РЭС»;1052460054327;;
530e56903bab449a9f542d973be5c7d2;ОАО «УЗСМ»;;;
a5d5757daabe45f5b6979cad6aac359a;ООО «Белгородский бройлер»;;;
90523b8767c640df8a10893d9a1f85c9;Приморская ГРЭС АО «Кузбассэнерго»;1024200678260;;
d45b9eb9e6d64d65b30ea0cc5978f79a;ООО «СамЭСК»;1186313070030;;
273d43ab35b649c7a71743416a588c41;ООО «ВОЛГОГРЭС»;1153443011864;;
7715733a8933478894a63f8264f2f3a7;АО «ИЗП»;;;
a6b4d1aa71564d38a590466fc024c0d9;АО «ННК»;1026303117994;;
968a937c55844329bc7e656b44bf3703;АО «Ковдорский ГОК»;1025100575103;;
c7ab0362a1b34b13b72c4dec7847a3da;Филиал ПАО «Россети Ленэнерго» «Санкт-Петербургские высоковольтные электрические сети» ;1027809170300;;
704824dd062844ec8733c42066cbe0a9;АО «РН-Няганьнефтегаз»;1028601496725;;
8e6ef5535a9a437b8154842845f57a01;ПАО «ППГХО»;1027501067747;;
6fa7c185be744176a0e081b82937743a;ООО «Энерговыбор-Сибирь»;1102411001043;f2718b6a1a484f62a9c450ea9e5f4218;
848ee5c970e1452bac61ba58e0375c58;ЭЧ Пенза Куйбышевской дирекции по энергообеспечению ОАО «РЖД»;1037739877295;;
c5e6ae2335674d62a75236a170ddc484;ООО «КЭР-Генерация»;1111690076618;;
f9753cfe279d431ebbaf66785bf3dd0e;ООО «Усть-Лужская сетевая компания»;;;
c109a147fefb49f9833da870ed4ec3a1;АО «УЭХК»;1086629000963;;
0ef905a690484d70af71d78d54a98dda;ПАО «ЧМК»;1027402812777;;
ce1b3887341f46338bb6cb312e56ab58;Комбинат Электрохимприбор (ЭХП);;;
8c77a73d43ac42318772a47d19e2c03c;МЭС-СССР Главсевзапэнерго Ремонтно-механический завод Латвэнерго;;;
6039053912964f07ad9e6c440ea6202b;АО «КМПО»;1021603881694;;
22e93770e0a84d1e8e555626e372aa32;АО «Кузбассэнерго»;1024200678260;90523b8767c640df8a10893d9a1f85c9;
8447131848d4492a84955bc283da66b5;KONCAR;;;
1415a82cf1f241899ef8787dd3121e90;Emerson;;;
2ecfc7bdaf38410b9a01910916e37f6d;"ООО ""РЗВА-ЭЛЕКТРИК""";;;
e1d56d3fe6104c53b810d2c68f8f6ac0;КФ АО «Апатит»;1025100561012;;
1265ad742235419ca87cd55eeb33c024;Филиал АО «Сетевая компания» Казанские электрические сети;1021602830930;;
9b4a36816b944df3aa0b795fe8188873;ООО «Удмуртэнергонефть»;1021801591943;;
b9fddc6f81614bf483184b9f744fc293;ООО «Кузница»;1173443029484;;
f6c4c98b2ae94bd4b43c45524793d9f0;Электрощит-К;;;
0844656811cb451e9602700dcc9e9ee7;АО «КрасЭКо»;1152468001773;;
be31044f3ae54252b64f80bad0289c9c;АО «РИД Групп-Новосибирск»;1025401007312;;
cd3243ca274241529b3c96ea2170d731;ООО «ЮжСталь»;1116177000994;;
0cda9b065e9249b79a6c0d4582ecb19f;ПАО «Сахалинэнерго»;1026500522685;be21c78fdbca42028c3986d645a84b46;
bc6670293a78404c99f3c9f3fb02d076;МУП «Электросеть»;1035005503829;;
11c96ee836a849c0bfd59ee99f9cbb1e;Crompton Greaves Power and Industrial Solutions;;;
c8003dfd343040988dcbc4e8971eb305;Мосэлектрощит;;;
cd384fc85fd040a6af4641c4024ea89c;АО «Михеевский ГОК»;1037401531804;;
481d5e4f930248e0a91d90e0c5e50446;ООО «БРК»;;;
6133e64db12140d78841b90257a5bd4f;Новосибирский турбогенераторный завод;;;
fe3e0103f9da43c3b76d931dc6cec36f;Ярославская ТЭЦ-3;1097604020557;;
519fec68d8824762a39ec527a6ece5e6;Филиал «Генерация Бурятии» ПАО «ТГК-14»;1047550031242;;
