about;name;OrganisationRole_Objects
cb0c711d89fb4fe5af70580d9aec74f8;Владение АО «ВетроОГК-2»;
7966a2ac8b8b4bdf85b3b72c18485dd2;Владение ОАО «ММК-МЕТИЗ»;
a2a012eb35bb4e53aaed55d250916fe8;Владение ГПО «Белэнерго»;
ef45ae2147cf4cc19cb95490659ae3f1;Владение ООО «Приангарский ЛПК»;
9b31480b9f544caa95d68fa2d19449a2;Владение Улан-Удэнский локомотивовагоноремонтный завод - филиал АО «Желдорреммаш»;
835c45d282ca4775b3b6c53d50ae2806;Владение АО «ЧМЗ»;
b6f936425131446c8ccc0df102773673;Владение ООО «Инженерный центр»;
a202843a758c4839ab7cef055b8c7f59;Владение Ишимская дистанция электроснабжения Свердловской дирекции по энергообеспечению;
c90e15b248ad41bf81fb7e355de3c339;Владение АО «123 АРЗ»;
2d5d373267264bd1a53dc8ca147c8dc2;Владение Филиал ОАО «Транснефть - Западная Сибирь» «Ишимское районное нефтепроводное управление»;
e96f7216ec2a42428274116cfe7f32ca;Владение АО «КЗФ»;
0026beae74c24d09a7406584804c5f24;Владение ООО «ОЭСК»;
67f9332eb98a450b862441bfedffdcb3;Владение АО «Электросеть» (Обособленное подразделение в г. Междуреченск);
8d6e7ea95ded46aa8b0228a0d6c4bba2;Владение ПАО «ППГХО»;
099e387046e240d787c294425035e34d;Владение АО «Богучанская ГЭС»;
e88ae2d6a8f94572853ec2669abb99c6;Владение АО «Разрез Харанорский»;
cced320f11cd4bf69fd7f826d6194599;Владение Коршуниха-Ангарская дистанция электроснабжения Восточно-Сибирской дирекции по энергобеспечению;
0ebeb733a194447da915ecc2441aca86;Владение ООО «Балаковская Электросетевая Компания»;
0be39ddd566847e5a7474b3ec71385d4;Владение ООО «ПГЛЗ»;
beefcecca3bc433399e0902b29958dcd;Владение ООО «Агрегатный завод»;
493fd5daaf1a48879683b21f38dd254a;Владение ООО «ТМЗ»;
93f8b120b72d49ee97768118ebf33017;Владение ФГУП «ЖДН»;
de007f5f017640f6b3988effc17b0c60;Владение ООО «КЭнК»;
dc4b804768f3444aa08861da18ca19c6;Владение АО «Невинномысский Азот»;
199b1fba20e246fca1227cbeda454000;Владение ООО «НьюБио»;
352a3df94e854dcb8b83a2d74f237652;Владение ФГБУ «Канал имени Москвы»;
865a886174e548efb7535b4a533f4ec9;Владение ОАО «Криушинский судостроительно-судоремонтный завод»;
8676f029bbb849118d220bc77a621d51;Владение АО «Чукотэнерго»;
1cb65a52d9da4d999895de74c4cca6d2;Владение АО «Оренбургнефть»;
97024752105d483eaef8f338579d22ae;Владение ООО «Бор»;
f27454f7e48840ddb51a034d08bf5a52;Владение ООО «УК Межегейуголь»;
510a33490f654b1bb6b0ba4b2fbdfc57;Владение ООО «УЛК «Разрез Аршановский»;
ff7da488785e4be38da3a4555063895b;Владение ООО «Центргидроэнергосервис»;
d4b9632d70dd4e4b89ea168adb770366;Владение АО «ОЭЗ ППТ «Калуга»;
4471908239eb45e3844da96883cd3570;Владение ООО «Газпром трансгаз Екатеринбург» ;
530e66cec10f4782b454486b03885307;Владение ООО «Эркен-Шахарский сахарный завод»;
1bb58e179f734d579b05a7ce0a509ba8;"Владение ООО ""Инвест Трейд""";
17d74c53eb394c8cb48eee28c3dc3522;Владение ООО «НСПГУ»;
4328e072a42a445aae94f2824e1c42a3;Владение ООО «Свободненская ТЭС»;
869c39d116734632a23f3a5bb75f6c89;Владение ООО «Сорочинский МЭЗ»;
4e37550952a344058c8890e540318649;Владение МУП «ВГЭС»;
038baca89ff540e7ac0b0ecba1cd6262;Владение ОАО «Уфалейникель»;
347bceee65234c839403d218afcd8b5d;Владение ООО «Активные угли»;
3bc0e75e678f4d9786122356dcfbcba1;Владение ОАО «Атмис-сахар»;
48bbbffe17344be6818e6c880f26dcf9;Владение АО «РУСАЛ Ачинск»;
43545dc9460d48c89440102131884bd5;Владение ПАО «Корпорация ВСМПО-АВИСМА»;
16ffced65564407b8f0e1fcbc654699d;Владение ООО «Павловский сахарный завод»;
cf82d63e980748d0a13384f21c229d0d;Владение ПАО «Сургутнефтегаз»;
49ac07e214f3488f9a5ddf39e0104b75;Владение АО «ГКНПЦ им. М.В. Хруничева»;
3685202009614202af07f276984b38a0;Владение ООО «ЮГП Калмыкия»;
3aab32c666464e328fbe7587afd5d7fb;Владение ООО «МС-Групп»;
d782a02e49224fb8b3b3e3ee91d5723d;Владение ООО «Энергосистемы»;
9add50c6b18b4dfab279dbd91640f181;Владение ООО «Ресурсы Албазино»;
a0438288295943dbb6ff094fbf486961;Владение АО «Алтайвагон»;
7a3e2973582040fe8194c17734d6d8ec;Владение ПАО «Уралкалий»;
6e095af20b6a4e369c6c280ba407a01b;Владение ООО «БРК»;
c173444b2af44aa1aa14385c101da959;Владение АО «ЗВИ»;
ca11c963cd66431a9a371fa8985569a8;Владение МТУ Росимущества в Республике Крым и г. Севастополе;
61b9aa338107401bbfcebeae1197d022;Владение АО «Полюс Магадан»;
295fdddfac0e4d7da2324c80cc22980a;Владение АО «Энергия»;
2c35abe56e704e3c93696fa25e824e02;Владение ООО «Магистраль»;
fd9ea3da8949417d8bc46732566e023b;Владение АО «ВТЗ»;
3bfaafacbeb1487ab19ffa953f31df92;Владение АО «Абаканская ТЭЦ»;
773dd16f6bc94557b707c77525a5cd37;Владение ОАО «ТВЗ»;
2a68ae179210463f91c90d10c4edc6f3;Владение ООО «Свод Интернешнл»;
8078901610ed4ca282911a0a60eca406;Владение АО «Салек»;
5c1616ba2ed644579686ca2e6dd39af8;Владение ООО «СК»;
c40ac5bb16754733bbf0bd08112d56f2;Владение ООО «ЗМЗ»;
8a01da85e4834250ba314ade12042904;Владение ООО «РН-БГПП»;
40569c847c7c4d97af0ee5c0548a5a5a;Владение АО «КНПЗ-КЭН»;
a8d0e6f9ac4145e79d40b030bed623ef;Владение АО «Петербургский тракторный завод»;
cf83c711cd3043919e9a11910436d6b6;Владение ФАУ «СибНИА им. С.А. Чаплыгина»;
366796cc8b15471bb44992a5b1e25a40;Владение АО «РУСАЛ БОКСИТОГОРСК»;
92ad9e27613844b7bc50c4d1b674477e;Владение ПАО «Заволжский моторный завод»;
2a66c233c714408a88189bf1a5714dae;Владение АО «Энерго Сервис»;
6fb57316a1db490f80ed2893db584d12;Владение ООО «Кастамону Интегрейтед Вуд Индастри»;
836f1d0022454da7a13fcfa9a24ca4a2;Владение ООО «ЭнергоТранспорт»;
f56285d55fcc48899fa9e41fb2582f66;Владение АО «ВМП «АВИТЕК»;
8bdc9206f9474906ba2b27494e257d9e;Владение ООО «Специнвестпроект»;
74ee3c96a1a9433198ee683be6db01b1;Владение АО «КрасЭКо»;
e10b58a287b54f8abc9c4b80d899ad0a;Владение АО «Восточный Порт»;
0d43f045e08a49beb5c6dd1d5b462c09;Владение Артель старателей «Невьянский прииск»;
67b166e0d17248738840c5606299bb8e;Владение АО «ЮТЭК-Региональные сети»;
b138d1c079684de08d98e568531dc2d9;Владение ООО «ОФ «Талдинская»;
f427b411d74646368cf53341eb7dbf35;Владение ООО «СК «ТЕСЛА»;
4be9641e2e17416ebfdf96e1daa8c4e6;Владение ООО «Усольмаш»;
3abceeee35284f06a74adcb5f62d3e64;Владение ООО «Клинцовская ТЭЦ»;
5d9f95a0425b45ac94b08801a9cf4eed;Владение ООО «Хартия»;
8d68592335e147caaf4ed3b03407a360;Владение ООО «КОМЭНЕРГО»;
7083dc4b748f431fa9dfc78941e41b2e;Владение ООО «ИНАРКТИКА СЗ»;
dd8fd7779f9942e2ba3f709fa1c035a2;Владение АО «Кремний»;
e8bd535bf9794fad860ce9da6146f3c6;Владение АО «Завод гидромеханизации»;
5b814cd9f96a49d0974ee9341e44064d;Владение ПАО «Сатурн»;
324ffc96e23545a0aecbd66c6a53fce4;Владение ООО «Механоремонтный комплекс»;
d7b60ccecadf4abcbbdbb05db6ad22fc;Владение АО «Витимэнерго»;
aa5d2a1ee1e24a029631adde5c27add6;Владение АО «ОРЭС-Прикамья»;
ad528c189000486285e913fb7b584a22;Владение АО «ДВЭУК-ГенерацияСети»;
a96346cf600e4b998d8d200134b8c758;Владение ООО «Триггер Ай-Ти»;
c24b549dbd8443fa898090954aaed7a6;Владение ООО «КЭСКО»;
de91084cb1564856ae92b39044e2a942;Владение ПАО «ЗиТ»;
fe676772d1c14964b70807a069ccdce1;Владение ООО «Белгородский бройлер»;
96b65f0bd02847bea572f8712d85d2fa;Владение АО «ОХК «УРАЛХИМ»;
560f14a41be74a01bee2777d3b2f1014;Владение ПАО «Химпром»;
46bc1955bc5f42f78644390674467624;Владение Филиал ПАО «Яковлев» - Иркутский авиационный завод;
f3833b2dca5c4daabc5d3ba8bc5f5e89;Владение ООО «СГЭС»;
2f9daab34934497b965e1e66b55401c4;Владение АО «Успенский сахарник»;
f0aee7d912784c16b8fa1ee3ea3d01b8;Владение Филиал «Аэронавигация Юга»;
ccd53d7f63c049569ae8610ca116410b;Владение ООО «Палитра»;
76d6e76e73214941807c3d897a6d5a43;Владение ООО «Тандер»;
e9a8b2e01db54edeb4a735a458748867;Владение Филиал ПАО «Россети Центр и Приволжье» - «Удмуртэнерго»;
401f25a075214f1e8c806c5a05b422d6;Владение Юго-Восточная дирекция по энергообеспечению ОАО «РЖД»;
9991a44e87024b20b0f51874ca440445;Владение ООО «Тосол-Синтез»;
1f84778f0c8b48ef9716d62764bcf88c;Владение АО «Пластик»;
9732994c466645eb9d2de296b9361f39;Владение АО «БПО «Сибприбормаш»;
02ecd1b345f840baa91adeaf6d453ee2;Владение ООО «Сен-Гобен Строительная продукция Рус»;
22e5724b25794faa844224c92007d0bf;Владение АО «Пензенская горэлектросеть»;
eeae9039449a44c18bf68fa585cc5884;Владение Филиал ПАО «Россети Сибирь» - «Красноярскэнерго»;
48f783f6d142428fa806ea0619f84eaf;Владение ПАО «ОДК-УМПО»;
3aaa4bdacd24471ca6a621e2d110dffd;Владение ООО «ЦЭС»;
b8f47427eb554a0ebb741e0e04a24fbb;Владение АО «Региональная сетевая компания»;
435ac44bdc244d0fae4c875b7c1260b1;Владение ООО «Восьмой Ветропарк ФРВ»;
e9cf0e1a4b484df598f5c77620e12506;Владение Завод стекловолокна;
ca1f54a350a14b61854111d5aa9e1271;Владение АО «ПромСорт-Урал»;
c7419ddc4ae145d9a2a86ccf264dfb38;Владение ОАО «ДЗРД»;
7c989f0ad5434d2d9b3cae5eace3e520;Владение АО «Красмаш»;
fa1ebf9a6d0a413498dc5c806ad9c147;Владение ООО «ЗСК»;
607755061b0f4894b5d38f9f5faa56e4;Владение ООО «Юнигрин Пауэр»;
ad49665c9b644bad8413fddc06a51d77;Владение АО «Саянскхимпласт»;
ae54b4b2fff443619ca35af6683a7ad4;Владение Правительство Республики Ингушетия;
17f13472b9e147d4b814967a6c96f35a;Владение МУП «КТС»;
c8ff2d73e8ea4559bb61bb4e54540daa;Владение ООО «Приволжская коммуна»;
b25098ac22c7418888668660a660a82a;Владение ООО «Удоканская медь»;
7076ed87c2a84f8d8e8ff3b1d685e07f;Владение АО «СЗ»;
3dc431cf8d9944889e895722a55e50bc;Владение ООО «ЛУКОЙЛ-Ростовэнерго»;
2f9ac5d0b0c448c7bce82b89dc49e2e2;Владение АО «НПО «Энергомаш» им. Академика В.П. Глушко»;
760fcfd1a3974d2abc01006efdd63db5;Владение Филиал ПАО «Россети» - Вологодское ПМЭС;
3ad224a2a02c475cb1e369ff510792a3;Владение Филиал ПАО «Камчатскэнерго» Центральные электрические сети;
56146f33ee7d4886932833ff2bc9f6ab;Владение ООО «ПК «Промтрактор»;
232c7ed7b06e4e5485fb5907cc48c8c5;Владение Филиал ООО «Группа «Магнезит» в поселке городского типа Раздолинске;
a32aff06f6cf4f948010d7f93a86b9bd;Владение ООО «ОЭСК»;
4094a7366e084001b1788df35c9b8531;Владение Филиал АО «Транснефть-Урал» Челябинское нефтепроводное управление;
973e3db3fb72455a954e88d46bab66f2;Владение ООО «Стар Проджектс»;
cd7d26d85f7c4747b5e4eaf406bb30f7;Владение МУП «МПОЭ» г.Трехгорного;
ad50a693e64149df8751453b60f1c080;Владение АО «СЗФК»;
74c91b60861e4ea9a608df930c8368b7;Владение АО «Тверьгорэлектро»;
6fccebf6db0e43c98a93d52968f34fe8;Владение Филиал АО «Россети Кубань» Адыгейские ЭС;
fedcb13889e94a41b53c441295ab33f4;Владение ФГУП «ПО «Октябрь»;
7923a7f6a9804534b5f318892f300cb4;Владение ООО «Сенгилеевский цементный завод»;
f2fa48417d9046c080a6cb9adcf7825e;Владение Филиал ПАО «Россети Сибирь» - «Омскэнерго»;
5c17ddbb44794adbb7a998e4c072a52a;Владение АО «СУЭК-КУЗБАСС» Энергоуправление;
ec172f3872ca4aab8147d8c21e41bbda;Владение АО «Свет»;
ceb3017585e244d19c0e8d73a5c7a826;Владение ООО «ВО «Технопромэкспорт»;
8dec7afa05c445ae92a52008ddf262e7;Владение ООО «ПСК «ТрансЭнерго»;
46ed53d77b9c49e784e793dad55c8537;Владение АО «Сокольский ЦБК»;
53231e624aca4d7ab9233b65f46d1bf1;Владение ООО «ЛРБ»;
d9ff31bf4ab3400e84db65ef480c6ead;Владение АО ОЭС «СакРусэнерго»;
49b65819480f4ecbb42cc1b96e85801c;Владение АО «Единый оператор Республики Дагестан в сфере водоснабжения и водоотведения»;
3e494c58fbbd4742b59cce48501550d3;Владение ООО «Севастопольэнерго»;
0f96e94fabe7461584f45d8143d36cb5;Владение ПАО «Завод «Красное Сормово»;
6c560f9dd4784e2198f382dd078803b2;Владение АО «КНАУФ ПЕТРОБОРД»;
92e6cd44e14f4ff59f6dd905788ab797;Владение АО «Томская генерация»;
57a5b622a593414593b7b7d83879bb49;Владение ООО «Плитпром»;
c2de8c787fad4cba83e90fd909c5d9e9;Владение ПАО «Россети Северный Кавказ» ;
244130c9e92b4516bf9e670c7a948856;Владение ООО «Ново-Рязанская ТЭЦ»;
94938f6b4e204c888f7f0d1bee9adfe5;Владение ООО «Дальнегорский ГОК»;
863c8db29d51427880d47e2facc7636e;Владение СЗФ;
e7792f2faf6d43e695637724dd70c2f6;Владение ПАО «ЮГК»;
cce54469f175481c8a877529f42c39ee;Владение АО «НСРЗ»;
d451e7313f5a4002b2aba08e6bfc8e05;Владение ООО «ВНИИБТ - Буровой инструмент»;
20a50bb28b8c410aa5ae8a778d089303;Владение ООО «ТСОЕЛЭК»;
77440a8db68f470dacbf5c03cbaf5c7b;Владение ООО «Сан Проджектс»;
1d3a1edec73241afa5312fdbea342e87;Владение АО «Концерн Росэнергоатом»;
06d4c729b27c4cbf822e0f3d2dcd8e45;Владение ООО «Искра-Энергосети»;
5c2a76a6225b4dc3825894e4b16c87b3;Владение ООО «Полимет Инжиниринг»;
88ce877c31e94fb09db5f6d285cc0ded;Владение АО «ТВСЗ»;
6dff206c58a9416cb2e614cf50315cf9;Владение ООО «ИМЗ АВТОКРАН»;
6e98a4896b834531ba8b0a327c9f4476;Владение ООО «КАМАЗ-Энерго»;
016d7085f05348a7ad0eeb72cbb940aa;Владение ПАО «НПО ЭЛСИБ»;
7ecf6138814e4b04ad3574b816b5b79e;Владение ПАО «ВИЗ»;
7b996ab5e8ed494fab34ccf77f2c2b2c;Владение АО «Кыштымское машиностроительное объединение»;
2def2af1dc8e4b7bae8360f3b24a116b;Владение АО «Прииск Соловьёвский»;
64e66e6cc6754e1e86e00c4047949b0c;Владение АО «Интер РАО - Электрогенерация»;
f0cb359cc79a498186d7e8e8054915ce;Владение ООО «ЭнергоПромКапитал»;
0e5ce6ce3f13420eb93d1ecc326a1c97;Владение АО «ТГК-16»;
d84551161cf84725af767db8b7a3dbee;Владение АО «Верхнесалдинские электрические сети»;
462c0952d8c94e668578b5e10c354716;Владение ООО «ЕвроХим Северо-Запад-2»;
c97a546069e94b9db9ab483a6ad5b717;Владение ООО «ГРК «Быстринское»;
8738476d1d76438b8658779f47fdadad;Владение АО «Коммунаровский рудник»;
ff20546056a845238bbe0c8cd9218cf9;Владение ООО «Металекс»;
831ce3a61e394a2ab85b9a5944cc2928;Владение АО ГНЦ «Центр Келдыша»;
d6e35b4f809c45f9b453a2bc3a91d47c;Владение ООО «Подпорожские электрические сети»;
d7b8ed0a9a1d4638a469cb380988f714;Владение ОАО «Верхнебаканский цементный завод»;
291bafd1d0ef4fecb815e306f094e81e;Владение ЗАО «Лискимонтажконструкция»;
79a4e166f6b24256bb057729d4292030;Владение ГУП ДНР «Шахта им. А.Ф. Засядько»;
00e492c398fe40dca1313919ae279237;Владение ООО «ЕвроБиоТех»;
9c201f2632c1442ea72605855481a7c9;Владение АО «Региональная энергетическая компания»;
38f7d91cbf8241acb7f1f13e09a62575;Владение АО «Шадринский автоагрегатный завод»;
245840238b4f4a31a618496e3e559b21;Владение ПАО «СИБУР Холдинг»;
6a5a424fcc65437eb6f840ff53c295e7;Владение АО «ОКБМ Африкантов»;
52c3bbe987b440439bfe079206f37dc8;Владение ООО «ЭН+ СОЛНЦЕ»;
6138e78416a8462cafdcf555a53e0858;Владение АО «ЧПО им. В.И. Чапаева»;
59a23ca060744868a28400609d66bf6f;Владение ОАО «УМЗ»;
e5ce987086894a5eacd862fb1426e9f2;Владение Филиал ПАО «ОАК» - КнААЗ им. Ю.А. Гагарина;
b66d59c02c4a4c9897a9593e9357fdc9;Владение ООО АРТ-ТЕХ;
5d402f1612824487bded7ad7dcbad332;Владение ОАО «ПМЦЗ»;
cf7c5d83e1ef49f28e71e0a1a469e6df;Владение ООО «Аэрозоль Новомосковск»;
6c6c1b19fbee4d57bb475632439f00a5;Владение ООО «БРЭСК»;
7376ad61fd3249fca2dfa22fa7d0ccad;Владение ООО «ЭЮТСК 1»;
3c5b8a5db58f48eb9cef8ba83c126bda;Владение ООО «Серебрянский цементный завод»;
98989c97e0c1494c981877127d82055b;Владение ООО «Энергетическое партнерство»;
d1929d50fd7b4e54b87696b0a87d1b28;Владение МУП «Коммунальные системы»;
a57e66d49c1c4933a3039a8e1c0f1604;Владение ООО «ИНК»;
60bb69602d1a4e34bb9f8ed3b3593cff;Владение ПАО «Россети Северо-Запад»;
e229b016e46b4f4fb7706d695b9a64cc;Владение ООО «Яндекс ДЦ Калуга»;
994edfb612594342bf827bd7fcead384;Владение АО «Транснефть-Урал»;
073f1309ca9a453b97bdc9374647e1ec;Владение ООО «ГРИНХАУС»;
7f59b4a6dcbe4e3cb0b487b0da349b80;Владение АО «РСК» ;
ff9d3c75f7cc42ada4c8f6cf4acf8d3d;Владение ООО «Газпром геотехнологии»;
6edcf850c8074af99946e0b8a2919855;Владение Филиал ПАО «АНК «Башнефть» «Башнефть - Новойл»;
9fdb996b4a1b49fba935410d4c74d418;Владение АО «ТАИФ-НК»;
6f5b1f8ba98448f1912947511341c148;Владение ООО «ЭнергоМИН»;
3eb8465c002f40e48db3da69ce42a89c;Владение ООО «СтройГарант»;
b49003bf6ca84e1392d1614bc3f3fa82;Владение АО «Каустик»;
74ae91a39dba4a758d5e1790965a605d;Владение АО «БМК»;
8ba59f7124664ff6845989908eef2262;Владение ООО «ПромСорт-Тула»;
4ad9ae41fa864ad2b94472feecd02ea1;Владение АО «ННГ»;
492d9222e8f24ee0bbdc07082e6650f3;Владение ОАО «Рыбинская городская электросеть»;
63abdfbeb1a7430891abc888c1e66293;Владение АО «ПТПА»;
af71dc8be49c426ca0fba8e0c0be55a3;Владение АО «Михайловский ГОК им. А.В. Варичева»;
9d1c59417a4a4f11b0569ce58855348a;Владение ООО «РусХимАльянс»;
43be70d016514a1b86f738c58187f280;Владение ООО «Интеграция»;
44b9fa47104c4fc8bf21e0069793e829;Владение ООО «Электросеть ЕС»;
33ac9290835c4b688c21e5c03b55209a;Владение ООО «Дорстрой»;
9925a443b35944b99315a2745beff8bb;Владение АО «ДГК»;
d75931f2eff14458b1226cc089b3e761;Владение ООО «Цемикс»;
7fac6a530f494f5c93a39b4e1d7f52b6;Владение ООО «Агро-Инвест»;
cf28cfd91d394166843e958261e65513;Владение ООО «Маломырский рудник»;
921de279634c4a10af74b78d483696cd;Владение ООО «Мираторг-Курск»;
2d809568092242ce8100fd429280fa14;Владение ООО «ЕФН-Экотехпром МСЗ 3»;
5586b46e05df43479233b2d3a0d494da;Владение ГУП РМ «УК «Индустриальный (промышленный) парк «Светотехника»;
9364e3cfd06f40fb92a3f32eacb00e39;Владение ООО «Четырнадцатый ветропарк ФРВ»;
ef703137db594125bfd2160f36694a27;Владение Филиал АО «ТГК-16» - Нижнекамская ТЭЦ (ПТК-1);
1510f3f7ffb74157acf0d493ea9cd46a;Владение АО «ИЗП»;
b05dae3e65be492d885cba9767036108;Владение ПАО «Россети Урал»;
440800052d7148bea9a05cc82f9cb608;Владение ФГУП «НО РАО» Филиал «Железногорский»;
3eebde006036403c8dd39a8c7948d87c;Владение ПАО «Кокс»;
a6779e9fe0814f42bac6f4aa485c3cf0;Владение ООО «Пятнадцатый ветропарк ФРВ»;
b3dcfb48a24948ed867ba91192060d95;Владение ООО «РН-Туапсинский НПЗ»;
337eb115dbad4a5895c0434b1470d4b9;Владение ООО «Капитал-Сити»;
9c90a98ecfed4d4fac5f0d4e12f4cae5;Владение ООО «Ливны сахар»;
fadcdf9720c843038b25553fc55beb6b;Владение ООО «Стройэнерго»;
34ca43c1bfdb4b7b8b8ff6876c94d215;Владение ПАО «СН-МНГ»;
70add83a9d30453cb005a94d0eb7276b;Владение Филиал ПАО «Россети» - Оренбургское ПМЭС;
ec687aa006494fcc9c85b53393c293e3;Владение ООО «ТЭСС Сибирь»;
d9cce91f3a7747f39bf87c73e28de255;Владение АО «Кубаньжелдормаш»;
de9d975ed08b4a62b9e61e5058619fe1;Владение ООО «Мега 2»;
edd3b632d7704c5eae51f822456b545b;Владение Дон-Металл;
43f90a4c1a3049d48d383b51de1c92f7;Владение АО «Адыгэнергострой»;
6a7d5f81ba134958a2e63730479bb02a;Владение Филиал ПАО «ОГК-2» - Новочеркасская ГРЭС;
cb8e8655445844baaa8bf25ba4a7abc1;Владение АО «СибурТюменьГаз»;
910216724fdf4e87960f743def171d11;Владение АО «РУСАЛ Урал»;
951c32d4fb864d95bcad9dfc2b78aa4c;Владение ООО «Техкомплекс»;
bb4f656d20b2419083ef5063b0d44dd8;Владение ООО «ХОЛСИМ (РУС)»;
6bbb0797d0c648a990bdfccd67f3212d;Владение ГУП СК «Корпорация развития Ставропольского края»;
58fd81c956004346b1521925e8178614;Владение ООО «Родина»;
8213e786c9b249009b56ba5fa9a530cd;Владение ПАО «ММК»;
cff4514ab6294a5db6029673d386ab45;Владение ФКП ТПЗ;
66535133790249338901196836d8bf24;"Владение АО ""ДонБиоТех""";
1c6771f6f47d492e8a2bedc852c7deb8;Владение АО «ЮЭСК»;
a8a2d02d8289405589787468b562e671;Владение ООО «ПКФ «Волга-Конкрит»;
e361c3ccf58d4033ac67700942ab6869;Владение ОГУЭП «Облкоммунэнерго»;
115170b026a142dca118c8d49c7c83ac;Владение ООО «Энергия-Транзит»;
f0fe5c0b544c43f28d4f3b22c6b61a4b;Владение ООО «НК «Русснефть-Брянск»;
eeda964304044b4285832bac867efc58;Владение ООО «Энергошаля»;
2f1ab35cb3de414a9b41d6e99d46444c;Владение ООО «Ультрадекор»;
bdd4e18eb8da440da2c0e98cb3afdf81;Владение АО «ТЕКСКОР»;
dfcc3a51b4394877a2d4b6aac033732b;Владение АО «АПЗ»;
5cd07695ecf243f690798b192be6401c;Владение АО «СГК»;
f5551e3879004ab88fc7f6ea97fcc41d;Владение АО «Синарская ТЭЦ»;
6ca516c0cbee453ea25aa58cba584d8b;Владение ООО «Энергосеть»;
ab9ebe9856164bf6a1865bd63297e4f1;Владение ООО «ЕвроЭнергоТранс»;
0d75c2befb1c4ae8b80c9d8831318b9c;Владение ОАО «Электромашина»;
67ccf236d2924ce7b0ab65bbf5f9e5a4;Владение АО «Узловский машиностроительный завод»;
e6d0bf436938482ba0798364b1c5a86b;Владение АО «Воткинский завод»;
ad43f9d9a5cd4ac8a6c94ee59d638b54;Владение ООО «НОВОГОР-ПРИКАМЬЕ»;
df13dac341b749c6a0d18160d23cf338;Владение Филиал ФГУП «РФЯЦ-ВНИИЭФ» «НИИИС им. Ю.Е. Седакова»;
7bc3771244f144df99fb890b7eba972c;Владение ООО «Йокохама Р.П.З.»;
56b842d8795348db82f180b1c0683010;Владение ООО «ГалоПолимер Кирово-Чепецк»;
c9bbb5d04be544d183e199d6d69b6af7;Владение ООО «Бускуль»;
2609f6f6c42645709456c3a889f790bb;Владение ООО «АЭМЗ»;
ba6746b1a2e649738759f5891e216916;Владение ООО «ТИС-ЭНЕРГОСЕРВИС»;
8def4e25f049465085c777ef64e99ba9;Владение ООО «Кумертауская ТЭЦ»;
8c6c656acde74398a47bc0a47d8795c0;Владение ООО «КНАУФ Инсулейшн»;
6a07e33407a04d7e9bdce7147b39a1da;Владение АО ААК «Прогресс»;
f4294014cf6a4aae894de0b637222d52;Владение ООО «Энком»;
001974f8dcb44ac8add371f3d621ddfc;Владение ООО «Ветряной парк Керченский»;
629282bcd5a04dac9e1fdaef3739080f;Владение АО «Мособлэнергогаз»;
7fe51f50b6ab46e4ab5c36c063bdc4f3;Владение АО «Юго-Западная ТЭЦ»;
b5079216dea3413cafff0fdf6b08101a;Владение ПАО «Славнефть - ЯНОС»;
a213f589a9124755baf66c8f61eadf83;Владение Филиал АО «Россети Кубань» Армавирские ЭС;
a302667392d74cdab6516364a04b5fb1;Владение ООО «Энергоэффект ДБ»;
ca90adb14cd24347bc7e7084ccc7b497;Владение Филиал АО «Группа «Илим» в г.Братске;
b1a805ccb14f46ad9f4bcb56e4256159;Владение ООО «Тверская генерация»;
e5a84f50b44442b687433f4a61a473d0;Владение ООО «ТМК Энерго Ресурс»;
09e9cb62731a45d09adcad63125aa9f8;Владение ООО «ТК «Зелёная линия»;
500d32862c42450fb36845049c45dda1;Владение ООО «Промэнерго»;
5735e5f7e3e44fe784aa82532a442ef4;Владение АО «Волжский Оргсинтез»;
4007bdd0bbdc4de19b209cdb71f80adf;Владение Филиал ПАО «Россети Центр и Приволжье» - «Кировэнерго»;
f225c69dc7cc405a82fdcf7231bcbabe;Владение АО «Агропродукт»;
06dbaa2f97924eb29f66d520c1ac5846;Владение ФКУ Упрдор «Черноморье»;
1f3cd72e4a7340eb9e1236a8d5b6560f;Владение ООО «СЛАНЦЫ»;
1a35ba1b81774bd1b85124b94f7dfe3a;Владение ООО «Шахтинская керамика»;
4713e61d376a4d0a80f0d6b1a49e21dc;Владение АО «Кузнецкие ферросплавы»;
95b8471e1fc147fe81dfa787114e775b;Владение АО «МЭК»;
1fa9e97ebebd487ea12f96980d466e56;Владение АО «Русполимет»;
e3bb121774f7477480120382874965ae;Владение ОАО «Румо»;
d717ab3ecfe34916824beea2cec68724;Владение АО «Преображенскнефть»;
255f61c406d448189f34885dbc8b0a3b;Владение Филиал АО «АЭМ-технологии» «Петрозаводскмаш»;
e479c8c4b61b4f1f9e0b5824fd2f5acf;Владение ООО «СПП «Мастер»;
cb7e64014d254dd7a25757dc8dfc217d;Владение ПАО «Транснефть»;
e708cc360c034f6db3d0ef7a5b7dcf68;Владение ООО «Энергосети»;
e24841296a7344bdb5f1b0fd1c695cdd;Владение АО «УЗЭМИК»;
5a5efa841f4c47d8ac51019edc9818f7;Владение АО «Механический завод»;
f0fff5d6d6d549ed80e68c2c771fab6a;Владение АО «Возрождение»;
dce44f656267462c83b569f61a0eaf5d;Владение ООО «ЮгЭнергоРесурс»;
a357025284354bd1ab45aef5fb76a8d8;Владение ООО «УКПП Развитие»;
0ebe02dfded143b0ae847a2c0bfc88ab;Владение АО «УралАЗ-Энерго»;
fa8d648ea5e8423f9092939d90023df0;Владение ООО «Техносервис»;
